Input1,Input2,Input3,Input4,Input5,Input6,Input7,Input8,Input9,Input10,Input11,Input12,Input13,Input14,Input15,Input16,Input17,Input18,Input19,Input20,Input21,Input22,Input23,Input24,Input25,Input26,Input27,Input28,Input29,Input30,Input31,Input32,Input33,Input34,Input35,Input36,Input37,Input38,Input39,Input40,Output
-32732.626827839696,15048.509788217572,72032.406200663,219726.4956481803,76747.72313065804,78678.74541229506,-127454.48269341316,66486.20226770393,60613.55626439542,164251.73069112716,115198.98473190855,123944.06693264164,191988.3129192148,228897.69818918197,-125664.91307226027,106655.01725496318,-212987.60975214365,45727.54127071255,163431.562995582,193222.60041121172,126737.56063779735,196364.5147267378,64457.39868901594,-50643.436960536885,53203.68260969976,68438.05999656726,4640.926406134444,-52414.80417415116,-23635.152564088992,123704.23775669778,-41870.13980938984,-51108.06632899071,-134188.5175250973,10581.541701705795,1965.1777721782619,-77893.38382247809,87720.262425536,69109.44478552838,253894.49693498958,86004.1518419154,29.5
-3821.783848449061,19051.801170019786,45461.366134108306,34132.49302420644,45935.68160493688,2468.2983663539703,-5978.082858629933,-4584.959881856366,21100.32881447152,40924.40772708928,9710.691003976282,21558.874812429476,48819.77808330894,83304.69777559153,-35566.28338918774,-13627.180485373266,-28003.23384979636,31874.486292920683,25490.59862073676,62013.57495477291,55566.59256097423,35522.68723668854,-8048.932458204658,-798.9381741194956,45298.02341481758,60866.55457254138,3523.3743313590453,-22965.99324872787,31545.510482333775,76707.23351313038,12438.212232452819,-3504.902838702708,-63856.83443853108,25138.889025598783,-8214.608544554647,-41846.622677198764,9628.246988866395,17492.773691166443,67262.94601942912,49011.1956239666,29.5
850188.3902870589,-250219.59366872523,-225235.5296477627,803690.2220836733,-288764.7778899063,377780.7587653808,150276.09908344687,10888.993080101945,-28087.56352252964,27285.02997121801,431.12224321561644,744357.3711839927,354695.99906805716,52338.46890673414,-442334.62692907394,264425.83848480985,-549939.0549244605,133912.20466478448,-503561.0717167417,-425928.934219537,221380.3494346707,-37116.48123546425,283433.08253245027,155527.14292108055,83263.24819336776,93081.69866512579,127215.63445527495,-447318.38796261797,96687.20071779397,-214448.06735625927,684782.8168664055,-230165.26738022044,320828.0206748117,-3202.526519112934,-429491.65546166844,-341173.887092961,-199682.30797362712,880390.4735169463,29638.819920666116,96067.67475156079,20.100000381469727
573815.0326120041,-130256.00103725395,8816.149952548034,197776.3152532318,93454.48193650277,318437.2096073062,165092.76584629825,-60888.69705757362,242874.7518932798,-112794.0687132276,-193186.01663706405,244893.29362275265,37807.63842899291,-33026.141801970276,-62969.484104003524,49720.786074583084,-136264.31111167624,-172381.22282543872,-204931.05244531838,-45563.23251937009,134951.25556107916,-150824.13216655297,27321.186264213484,-74416.98692700712,162341.77224173618,-91425.79946748825,-80652.20128422367,-390240.39031575853,-218114.60744661605,-56486.57354197826,273400.580642163,-281963.59377723205,108497.62867098332,-118959.97731774414,147592.11201357932,11500.40781225876,-134910.26180195942,216376.4026441105,108305.36650661513,-229628.23248449297,20.100000381469727
292402.85660088126,-60878.454720436,57624.751856619885,63843.54992851503,80855.33337799672,151308.41748951143,72001.48510411779,-93336.7472781481,124865.35864329438,-34460.74995742533,-112463.00281340444,88154.20373031878,2730.5806157418438,-15306.897147949752,3588.2472159656986,45503.7325941092,-53248.3308426373,-52021.20024882097,-84750.6489376052,-75168.09020314662,37220.99868180671,-65194.05285828176,-24245.625396060586,-55385.92965655822,84100.4265796774,-53521.728106067974,-18566.190797768446,-204238.4710252461,-116755.49094407288,-13826.778756223677,74813.66469746314,-130434.60112880789,54309.496996744034,-69345.68756943475,87052.98700886796,39168.650563414936,-72600.3341659285,57879.57544352685,116463.49940708699,-157298.9816996002,20.100000381469727
817968.5878674425,-240347.4006758304,-261449.77667318675,775386.4243640115,-186013.2872135285,254346.12494531437,282955.7989514771,-14092.68609258571,156190.2906210234,-148218.08672836307,-30229.95684232582,449526.66981481435,277810.5609158876,-81636.75669786663,-367518.76617492846,236693.0769680099,-397318.7787745179,-82435.88189435002,-390928.6262281313,-313918.5364267404,284630.742149126,-257075.9597199281,155860.78596044733,44691.86280276871,134917.92909246215,-9684.313380623491,-32699.143562315323,-533053.7548592344,-51152.065927785865,-296326.3534924465,593041.6875845577,-296683.6347352768,301707.42092260433,-165902.72671670452,-272912.52608205826,-148082.74662162559,-158314.27073052948,535462.8398084011,28765.337202969233,-44147.80526273156,20.100000381469727
332007.355476373,-15293.57903872567,31151.043283076688,135051.32301998956,47702.61695541405,171390.19074139404,130293.4712835582,-21775.7057422189,175880.78481916917,-43323.404438087666,-121793.80020392005,81585.76368298728,-6362.276629645037,-32837.36660590457,-33952.97858938219,48124.37965256433,-45272.71845395325,-94858.14498411803,-21627.834065559437,-112843.22674802518,133948.757547972,-82873.18735281649,-60430.01199061551,-51442.50629845878,79854.8239913433,-63477.51979471036,-34580.88850588996,-241442.9803756481,-145510.5182465753,-76683.65856758681,75599.70056892357,-151286.94925315186,70163.934677666,-89753.19828078256,47954.332319773115,42828.56831777186,-125600.69102313904,114047.59983906,135880.31401058938,-90300.59951643577,20.100000381469727
297355.90543587186,-28082.12137717538,5970.902755756657,26059.52278112362,40003.30347311829,155921.59779629397,87336.0498590397,-24684.52832279442,85642.28338085292,-2085.755104943469,-82081.56536587348,51316.2891730793,-754.1794634660966,-38407.7461619288,31174.711263950223,31784.672591035218,-59297.61150003744,-62692.5485341558,-56596.072254007406,-41821.68866285944,56141.26925973083,-64884.61884039932,-35510.07772955005,-41781.57064706034,81097.77984373251,-61379.77261734934,-38741.26914636501,-181960.20033862285,-109307.18248486548,-3397.5802581425987,30515.1071620552,-94149.62842075998,10833.877559430768,-82343.07411588087,68912.80307100381,27771.649565367454,-78638.46451788249,33266.073420589266,50676.12057645113,-121637.97249955627,20.100000381469727
126570.3296245451,-30714.917634219306,41201.45227627155,37358.45215819734,43807.211307485646,99692.51675396487,61028.30783438938,-63276.18234367169,50688.71260792434,-41566.25287001468,-94364.8801572505,16711.175381975143,12127.521811399602,-31884.304243080725,-17021.82358578986,6487.047738011077,-32176.985527729194,-46850.930364917105,-41854.214164664925,-61684.67912336526,24158.89640908215,-55803.27034410329,1766.3459949544865,-44342.16724293167,65162.65040717246,-26667.292087594975,-13653.393177785465,-137827.47894704939,-53160.3158079473,-19189.67731963542,33531.25310145622,-68186.6598557401,32342.211909983398,-41787.398474270776,25267.181871143825,12018.9703417959,-55819.05518223938,-28443.689243454548,92957.58266321268,-74564.52489408354,20.100000381469727
395818.4792154613,-60397.43869447838,-99433.17786520712,625987.3611844099,44688.28584153527,201410.26169158213,184975.12682090304,204494.70886824484,194369.43501522634,-180207.85628997773,90971.38393096584,510326.6632097659,403019.04195819236,-14489.962815457056,-396263.0906699259,120590.02892971071,-309192.5231613348,-84404.40168597594,-282698.53514922236,-172906.97025045764,202787.5136171955,-88073.82823499799,200828.40263187242,-80090.5727432488,262325.6445820532,-67424.67748394894,-34278.18147389333,-424759.38547297945,132184.10616347668,-161344.9258509981,707113.3341477099,-271637.7912973489,187265.1239026051,-91395.80114195673,-187163.59885781628,-295559.706164655,3015.608635964296,696293.8946243288,-21770.715164578894,116423.1837629547,20.100000381469727
466868.2780378333,-88344.56701955051,6407.89914501075,198513.75429122706,64004.53511111939,211385.9182045015,99239.12673532063,27633.1053567085,185136.85522679097,-129707.22976936788,-145021.18107966016,228886.43192402294,15380.16359463067,-1916.5620680230463,-105016.90702023137,74749.79365623763,-106642.77372829958,-111640.59005515683,-103498.95229931423,-43824.333584016546,39505.671000461676,-181456.04477289054,46455.61166100907,-20695.879840260124,125859.04615417741,-81135.69829111015,-68335.24611152234,-304783.67369478033,-136386.3408215989,-20937.462691586057,194899.65618185044,-200231.71829734754,122909.22903206869,-124954.90207024087,92697.91651914321,-67003.14448517442,-93506.30303719232,118893.61250749034,18306.78373728445,-168808.02862077882,20.100000381469727
517922.47971017775,-143593.2008006892,46618.50502367652,1031294.3737386093,91900.79671812804,15661.840908816506,60085.73199056942,358422.52704525023,456901.585680945,-292601.9921129879,-2866.0837644446224,474334.5234697262,268862.9201826661,136405.87409780332,-721609.230968966,178784.26389621774,-217064.84264628036,-220932.01448511073,-253085.5706408655,-136935.2374212653,253639.36000724105,-614481.1870659186,218116.1572879762,-100121.91545954345,142155.0193898922,-2509.6381453668455,159516.1130741648,-368258.8372292641,-112144.25330153001,-356750.75094579684,934989.6933892296,-361068.49352072895,429112.1757144711,-146875.94138370937,-265487.588614644,-424316.6039774389,-154302.3355487427,826909.3279179839,112626.7020798936,45247.813823678334,20.100000381469727
77694.64441544424,-82660.52675529014,170592.4906620313,155684.40974768443,20638.219340674696,-415229.7392892602,269673.33853650914,-180880.01185335914,-270050.7364791737,-266261.7159115191,-66151.91592646454,-68700.31568346369,54493.49682646249,264318.307504069,-370281.97051703144,553109.2097071955,-450436.02317006135,-73627.84999191976,180603.96036195027,-381711.6332763303,336233.99085454736,286655.0723980582,270797.4155460007,-272418.6931420548,558442.5187075374,-423646.92734731984,20859.064809911975,-573880.972515261,119114.01423595888,368797.26619664853,-27698.206124485994,-111550.76707995834,85376.47795185361,-252919.72653904048,655544.1969042671,-272233.65652338555,-199475.99386980676,30799.239995362575,75227.48870001394,20087.020601041648,18.799999237060547
-13620.077788953553,62316.40855723919,62898.11595327591,69926.03361727807,11853.769629071001,-129534.81407349855,157275.4375286936,-86676.47376554321,-81964.65379091116,-156461.91836327215,-60240.3623165501,5754.72104165983,-31368.14108995338,146660.1737143941,-213935.71055007644,327248.70235251304,-289131.4477215424,-58195.55291523935,179110.09387797743,-182373.78300924532,246832.20555715263,49522.95388242942,39833.30070646734,-287146.36851013417,356069.2435692931,-262418.04786785145,47213.34552991335,-326789.8565685561,13492.316044813062,157831.8951977253,81407.90026082315,-109554.8695838105,32497.050704241155,-220033.07675448727,485534.2640149264,-59874.46256767431,-85953.25960749389,7616.231400658569,98274.34594742714,-816.6741001489709,18.799999237060547
81630.45136320537,5898.317291673041,47725.888577482074,36138.609061826304,-36608.849455611824,-128919.408014969,166694.1695249898,-58155.956341461504,-73278.00780127611,-99526.21114036186,-46487.62235480827,-22835.27937938685,13773.922876115252,114986.35174883786,-181642.55709211805,254380.91268409562,-271778.3587809974,4039.1725957238878,175902.421776263,-127550.75553321202,269842.26667001087,63238.63135754104,83277.01332103979,-154542.28285158135,226262.62335175293,-218331.4803666706,6132.584570333871,-317248.14222826296,51318.25526909674,78357.2720143457,71697.71762002239,-91305.93326888753,16466.90391734243,-153564.73628784972,322711.4136865124,-88843.78147144087,-60398.48611706834,-551.6089656020272,30880.165807314537,-7650.671358387989,18.799999237060547
918753.323292201,31595.873253393853,-453943.42550071207,308320.3989401568,-500256.26692592737,-421693.5784582275,661517.1650994414,-349562.6930597409,-653104.829361686,-435859.35982304736,33267.51720857437,383409.796731441,296819.76769289456,-8894.309072438777,-963067.6113492021,956795.0121959697,-1234253.4539527614,465761.5225205648,132453.92254117728,-1183304.0387803062,502782.74929159926,660008.8790015762,399261.26385783777,-191396.01695941848,658680.478598234,-674572.2608050066,-254355.6662262525,-1375653.8482509016,408744.26451155584,33547.609370662154,115831.60579090675,-120473.88433124452,517093.3321602738,-417678.45880431455,690578.8792991776,-574821.856700272,90744.61065713828,385957.1044903747,56896.02149043916,307327.8123705157,18.799999237060547
492078.17706994055,88986.84397463425,-56292.7045200878,185895.7042913124,-251813.32556525816,-649890.4591525058,758026.5563668556,-180980.05879131876,-654513.7874847791,-763435.1354750152,-119099.12266715767,64343.99233737902,-45018.82680937709,158626.43384270387,-1067824.199803133,1357838.923762997,-1298114.3283400165,14325.493885571072,504189.9396769693,-856587.8012771126,963104.9747340091,69827.42887142899,328203.5905454534,-964464.0680238097,1146646.4717092593,-1136469.6648925259,-194037.46360383744,-1363032.512027518,61447.65834982096,293431.79542032175,141902.90221109038,-342397.521077085,294451.8361662294,-916259.4975439827,1948195.811770259,-504961.39234960725,-54056.38453459416,-215704.00590967503,208644.83905782996,497201.508657447,18.799999237060547
200087.07403565125,115780.97645698757,92768.23443011162,264495.51813325385,-209011.0334548876,-582165.4272401189,383906.30376494216,-220818.26876084408,-467883.85419599334,-696864.4457218403,-64041.618342301605,-182688.81368399388,-10663.475886298067,341537.18116791593,-617975.695385865,1037827.484773082,-914889.1126229813,-102147.61729137694,410164.2891871693,-663652.8123401672,920757.6649150279,191099.8855710802,208826.63174108168,-885513.9900501545,881566.0483345321,-795551.0130851555,18339.422802800207,-1063530.544451157,-42932.06596392614,251372.14277542694,-56383.486499989966,-167776.49248712213,283046.01846743765,-865734.7681269714,1616000.2786914937,-165665.81029589768,-110389.63123876002,-84040.80677118442,325490.0541814796,153449.0546135823,18.799999237060547
756795.3070692946,44562.03086214485,247706.85960694012,281272.2144722053,182876.34725411897,-46556.208285270586,511300.6606052237,78172.84366853879,17256.189577136196,-163582.25500029832,114665.53038203766,144163.1229074662,161106.44655577026,316052.7584248279,-300207.0794894258,562460.8373287264,-600302.0168674157,-100241.23489498808,358778.6847756203,-352362.42861411,468113.5378560641,344858.4950137873,403391.46659651655,-191019.9164017311,694689.4487925032,-426307.1175635766,-74095.79067003285,-448699.5225687461,3540.1601660989254,368640.17664251005,76561.37000771324,-200872.62164252775,253573.95630975813,-430759.86402829015,33418.505132350554,-579719.229702268,-152664.97011330636,346669.85662452754,4392.559759337744,85041.59589929348,18.799999237060547
560467.6450286359,143401.51458255414,299154.7281984973,112759.11132049063,124116.11360170667,-253896.92542825153,291993.85015881754,-188084.57321648864,47338.11102930599,-199174.78213505377,-134492.79578162343,-47438.9393357264,143122.24169332054,223604.07887141278,-266327.55465728743,451540.06811617204,-489047.4196628024,448.9899546105089,279934.91966269683,-242513.7451261313,415950.37391892046,247863.93566142014,237618.66677465153,-247682.21311978716,455952.4218193297,-518648.1592479598,119200.37367851482,-630694.3085745643,133816.0524934532,239916.629084986,112484.69067014828,-260406.63583566726,51045.27345693413,-218238.77862199597,460555.7594246597,-246714.0000978507,-202166.99517292593,100838.82808526939,107439.46400228565,-162174.20310731934,18.799999237060547
534427.1004798053,199559.19711973934,142882.36595840976,128594.73256113335,2282.2068085616966,-218625.7789688651,158265.31519779726,-194689.4498145048,37741.10810885186,-146096.3707821993,-143906.44958949534,-64280.92181751889,19437.936139807247,110973.4470171061,-197545.4638469053,385509.99216194876,-343928.86204334174,75999.96304732352,137494.5311560501,-271453.07160793315,373853.6119163177,157396.37644667417,90821.26957287782,-239527.69913218883,274276.2522245305,-264715.86595965666,138391.21027500945,-591039.8113622959,21553.968422440976,151787.37946138994,23261.844218362992,-275521.95853530033,122848.94720756183,-188927.75546494965,614567.6779896012,-74881.01901284489,-131770.85162438406,20792.759602803246,73201.30490926071,-157423.11340968814,18.799999237060547
88820.3687730259,-27949.184353169254,-101022.03173900943,397405.00476008427,31663.205938660318,-346129.85529892956,461358.5956731371,-175744.66156990317,-286593.8767836162,-387098.77878485195,175755.5847922743,73879.58567938108,237629.40831283302,267506.65326620685,-626848.2345525016,864721.4431433725,-930110.0101533015,241227.0517965474,230751.2913700991,-646387.1381707485,509777.2123821386,404912.49541844014,228132.95096764705,-558037.7397130383,730371.6760681146,-675785.4079010533,-298781.6713745056,-921458.7228773136,75654.58180154393,198376.25774223366,13578.877911869922,-286900.4052519269,183637.201216676,-345278.5799944048,779892.4609455647,-514270.27772798593,-172273.95128001348,241692.61833038088,-76250.4341392898,-1980.6492130161027,18.799999237060547
9283.933969902422,2473.9833593912,12517.64183197317,7476.920034578112,-5246.342379119893,-22401.840792293693,26101.519550009412,-8667.323916821957,-40091.176185049575,-21249.03078139686,6472.8566887929,5959.216653446561,-14042.654223264433,30066.33211763956,-38769.322665115316,51682.23271537323,-55517.46200847468,-6691.4243179340265,46737.304422100526,-36782.56274099901,59097.168918652605,21796.810839541948,11516.612010992832,-37240.7024023667,71771.74704903936,-32946.957640833076,-9170.226318900937,-47348.04972633429,-720.8979717221068,26254.540750532902,1557.491706127199,-28779.104239792363,-11604.42656227144,-52929.814761497546,79936.52444379666,-24884.3832824063,-19568.79403717158,10583.930942998384,4698.608708149588,12061.728773280938,18.799999237060547
67464.41321476472,-40078.52263159875,36150.89182879668,43175.3379727636,116227.08896590471,139773.51255822575,43691.770308962805,-49273.034617295,-97746.52029371687,3990.981392177796,109928.1245654399,6203.709828920175,65251.33829310228,90148.16021454099,-67157.80312640566,94282.86545556749,-123814.25149484191,12081.81696521698,145172.41484547046,-132836.87166371554,569.0988677896044,148980.2221322213,-80440.52951459591,-38682.67728054439,328241.71351274004,138504.74223340963,13460.184365202007,-41219.33728511751,71671.98298122322,79325.01786335025,-18397.66240469504,-35986.1911977385,-117636.72420053747,24641.27393338534,-45592.80831065899,-120111.09099549701,-90219.88957305152,136861.77300138137,124012.62333009316,-79814.26452930704,18.799999237060547
273190.0216631378,237873.5945271503,56289.03329802847,129735.28890372698,123152.05664938792,98884.01844729437,62474.19328899925,250524.9273071883,171007.17938848975,55909.86189575895,-25242.467219606,357873.3428507068,66069.8624826251,-21382.449337328402,-164346.5517638067,192397.86261867327,-227816.6549815815,-18511.062241215433,108946.85144858788,-120103.64832352058,-60361.601186618485,-9603.974669845165,239066.4105986916,8255.130181979328,158793.03894244856,-331722.03028186725,70750.5956548935,-158080.0610362136,194325.74872263367,131994.69790053836,211513.78754250312,-208695.67153206715,298008.858348249,-17016.809131010494,-248394.63589205104,-406486.80124572566,-178425.65297652665,164946.45789067884,-23345.746728472932,112156.94614792048,22.0
218145.41655905315,109961.95335440176,34387.69087429198,28056.128690959362,56501.42657118714,44246.88433260318,89536.82234299419,103848.5942532239,118228.3110533857,-6328.388918875563,-18942.17285746333,64804.012566463854,24220.484123264876,-25987.12625705042,-73944.24003742468,80350.77123149662,-61941.21326086126,2447.9715042556436,56030.6400469397,-42661.67792804164,32095.881096932117,-3552.298436893777,52475.17345476665,-60885.28907443139,47768.51822477153,-124648.1437785817,-20225.012194986404,-72282.1748304083,43858.72308283609,30496.482158963554,83218.69787265894,-83682.24939196557,76537.74163592623,-48013.39498160007,15297.84213524402,-101576.86168512313,-19947.80332235269,44084.40222293373,14141.878501535457,20183.137778260385,22.0
111777.38979447358,40865.82605153403,24267.31964470472,10987.160220867961,28661.736199695602,30374.15621411113,25891.32156404653,-3693.235318099857,24723.233025975973,10991.44524288848,-6150.152205062249,16020.855148812332,8558.07556496341,5382.108856390605,-24868.94741113836,29214.644194763147,-53936.04241323774,17820.062435133328,30915.34430876753,-16169.217190311216,32562.295392373682,27782.405418188373,7605.415912078731,-24867.82248820484,61318.0601602717,3104.4124558862172,1807.1387215811658,-34100.90876720585,5017.0611016986295,-523.5233113074064,12219.004982606635,-36920.56357293717,14864.750364652617,-35649.52059551104,14259.292234038396,-34702.881681930994,-29199.578412975785,26851.953088175513,-3452.3588967465366,-24088.341265892257,22.0
385388.82434117724,189411.53780080308,128769.8555372454,131213.75842922824,300669.08833131066,69524.64853860419,259768.8335821296,111173.8917503766,194634.5942526543,65983.4080336364,50769.98364596225,304422.81689688243,89816.31308882142,87203.0866802769,-171303.6193594118,269529.9511634255,-35225.71899951785,-68347.27403603098,319711.3916745027,-158950.97631186192,58012.491897237465,61006.418897929005,306210.9821238945,-34193.16832476218,356765.3872892629,-190235.84141599355,99910.94923923753,-269936.6516213492,107685.84012713992,184368.42187688858,187873.29959812702,-299406.9861896632,140733.80696563947,-195724.26772847908,-114602.66848190695,-533607.9800183764,-232452.6988406098,173747.61475541475,114673.73779164808,28409.84015946696,22.0
629348.1259689388,281903.8108315901,64265.925723897846,131416.25268405795,29170.884709393486,119219.05314909773,211934.8651704139,114524.20737099426,336176.87344697025,17863.27447541022,-104210.25108738524,66420.97366448585,-56474.60425876013,-39981.28020235506,-63519.046011096994,251757.21087571548,-181078.09153726525,65863.10854850657,134007.94702101673,-114151.35187210982,206860.74431291007,107838.43488331127,96051.4294387945,-137427.2501076185,140228.03139710755,-140556.2017658245,50117.761357807394,-316648.27985450835,16924.309446183677,38328.38914429259,185937.12785950024,-294486.83615040994,160132.55731571285,-139157.7922110708,173804.2558541601,-158409.0329713774,-73085.54961576888,127782.71046185869,-5837.0341549340155,-133044.82464322948,22.0
363763.2072133671,171813.88256573654,79778.98518359046,73954.00681793793,12003.462800325384,28889.871460690698,169452.30578808574,16346.435511051066,208509.2321808065,-24633.259306343654,-114926.99079404928,-27016.475662115452,1037.4262376010051,-36405.426715483845,-7764.597123556467,134272.86546556442,-111850.89301655782,57988.46373825468,102853.45836007575,-55018.22032333822,161219.52473921728,117844.1540348926,69463.4084430809,-93281.94234359404,114443.76576358818,-140914.09059753138,41564.37243714578,-194516.20543708705,42271.24721959627,17905.975066480496,105498.16326809025,-159581.6479227068,114731.25475554084,-96984.91770584232,109548.74284142606,-69763.81284461387,-38506.05731969964,59519.97690912586,47747.92585972999,-65876.74842418655,22.0
114855.46074556922,60008.3796835939,42298.59174924776,39262.39611710982,21563.609477823913,40912.973834225966,57893.92734408526,5737.778936412144,112908.26000863173,47144.24718254693,-49304.60359005034,-3095.543618397111,-10820.352329565372,-18808.459150707757,-9602.486913621977,61484.36600362731,-27585.133108563507,29813.26891968034,45079.83694575007,-4458.724523418938,54249.328370091265,43850.64881954769,19389.469740863235,-35055.395145504626,53974.68509232386,-9781.028873772992,43187.650640863525,-93695.61645321088,2392.8808109895426,15419.433316419105,92584.26686545613,-91708.57031696208,29899.940454542386,-5294.273433183973,42440.98001622148,-27416.50270664251,-49028.5875331496,63293.184462375786,23043.994347197586,-57299.37340028063,22.0
162182.3384117564,53810.25565119507,20803.56207809019,33263.376754052864,-8487.341059833025,23737.851071287212,54240.77167626456,-8638.818044293188,62729.80869630399,-3126.419990919815,-33861.89382348518,-7284.228344687264,4891.218855698298,-5471.86225303546,-7668.801812925485,53773.429192175245,-50431.93432428027,41858.826504193305,33759.22655791361,-29124.995584347893,65946.35984010092,40347.23452909609,10446.6361769146,-38181.31974214032,36597.70914963766,-30544.552060644415,24800.81063658055,-84051.35255056221,-4684.758223602805,-16402.903937692103,34820.43346932981,-62182.98848878958,35117.08316743413,-29623.585752575767,60366.0527841222,-5984.482710652102,-17330.27538496254,32472.413551736026,12361.07574632319,-51129.007846276974,22.0
465208.73466302204,215971.05285032472,100927.16973133784,591194.5076047359,273732.2007639927,117473.52072532043,189134.768882536,164312.7485486024,302834.36069971626,121844.3823161114,-138.95843899521606,289988.58955867507,181452.83657208498,216873.26414306439,-453043.1302977122,420904.786418058,-438246.2394628569,163998.76303921925,-15981.207553817316,-205010.01513665266,321439.56787670875,49936.66887151684,-98633.62926176378,-305647.2622879595,417049.94492798566,-58791.08375393355,-113930.91538763982,-401207.89756557,15771.337484562358,-137677.82937428536,519445.8787887589,-193469.0470555207,197785.28317316837,6984.047591178224,-212530.7696056566,-330446.9384728712,-203474.839104667,690684.2494878044,8120.816426683723,51824.177647305056,24.399999618530273
100524.58428534365,134874.44111074356,148014.40933258814,758857.9723688092,134509.01468942192,139514.2647998602,6296.038811920505,207374.6053647989,504909.5994163393,77954.23395262573,-265244.1888873987,170575.51457827212,89957.08051540366,4177.858468436765,-451470.31295195175,-10284.406549903053,-68229.5761496317,-107036.23786124423,22176.93528234651,-29190.2865908556,379268.9729502383,-306459.74167222774,-105499.8824942113,-101312.55314837612,-51569.02109343268,-7439.720193975467,40249.27692080843,-200456.9315537101,-123003.98538205287,-308780.79817462544,812048.431608067,-215303.03757474085,260780.14038482026,333.74480670154753,-173339.88997481452,-151798.2711559326,-59142.976639983804,609864.1233704259,80095.93381178437,-13644.565275140152,24.399999618530273
438180.5803099614,150152.83076256778,80097.46659644406,249406.7877263105,27920.909914751082,68659.59743662333,124364.92827827866,-12814.684510694844,259428.49913819195,-18379.76239081799,-199990.1755155256,-13369.255356404468,48602.9991614368,-56510.537533808,-132345.12842897096,83444.61245316843,-126074.03025024805,68158.77747219919,30318.197504651525,-98389.44273988565,241836.80233979534,-75443.59768733017,-77625.57553085047,-87091.02510227471,54078.319484995176,-88259.60234223325,52654.34856389569,-249852.5422385329,-91193.91036427305,-170342.85943157165,248173.5850829995,-192570.79827899628,86577.23224541839,-87786.49414096921,137390.07513396954,90539.2045544292,-83134.91930251823,177635.40744735542,129377.39685947898,-168052.02169925408,24.399999618530273
287424.40998826653,72649.44115276636,14829.965898253868,78023.15111025707,35460.71102248652,35621.507736528365,89849.31806545149,-26775.96611733129,81374.14078358334,-68779.8977963722,-77157.974322612,-3474.324993656176,39964.97798469602,-48148.67819845106,-45910.84010844644,93656.92488063178,-71967.62700737962,22155.413959537873,4138.6543768147385,-99859.92997441601,104980.29776477616,-20727.808954413485,-49186.49612201868,-77884.97129339064,63479.46414846763,-118169.39448725262,1254.5662049796388,-192177.48409718616,-58730.79510260889,-52736.41594954661,30268.63349954208,-108312.88431111,40786.88480735886,-76738.97711584528,129698.56552973636,30634.19663597407,-60115.77241718758,70089.79604144859,100229.26511015321,-73384.37027183086,24.399999618530273
964715.0981369717,416031.18331885873,-260862.16568267834,879596.3674199212,255878.00343425272,-45954.05433662457,660331.1168956514,-69597.78552745422,518174.5575641118,148663.49096843202,488280.84624975687,505020.9270039908,219083.1344838533,-56730.745925643976,-1144857.2299044714,632374.0631170302,-690568.4169566007,631601.9699560347,-94767.75730057141,-409975.6909745726,152670.03476311173,-205453.28828103517,-207169.77267996265,17185.718933788434,684377.4880184705,-241509.89055482703,-229131.14016334782,-400561.92123530485,-392777.5628367293,-799771.7891732298,581551.7610034033,-536176.2571623153,984929.4718796789,89148.54430935248,-506552.7119482496,-291641.844818763,-7095.960319603069,1099779.6379427798,195519.56979045886,33948.115450448066,24.399999618530273
1052300.4082433607,414437.1476346534,-135195.60648842977,920047.6428992918,130087.9386196412,282724.09050813026,430911.2004698613,170224.50970259876,679472.0362198352,-35332.617710564795,-383413.5011973324,257931.8391843624,52178.862082644366,-39206.63317785159,-663166.0976305642,121352.86388070125,-278751.64732078806,-18670.15406315909,149327.8527543838,-262598.39202740404,733419.020261959,-317933.64080396644,-105967.53413667122,-62537.41664672243,256220.66111268528,77127.74241750562,340892.1874976378,-449433.7039380675,-516990.7006276535,-509602.68181895773,800589.5717361456,-526645.5901756301,664248.5000182757,-257910.9288625843,-80726.47044042911,-5904.525027221734,-150683.47673915845,436440.95328030584,207275.76544041565,-292708.32721338153,24.399999618530273
502918.4600639525,307367.07382426294,166078.04241849593,350245.01350697654,277911.1620795473,171006.76158979576,206177.9635686541,236089.84645561627,267385.1898928288,-12172.898862915687,-179867.54425135648,147823.70567596247,186856.00587370378,-13487.754285043733,-410572.668681356,96619.50785578397,-215514.56214586354,-198440.86484806213,13490.982356916347,-74397.03258339738,349568.9947172261,-43528.70657167636,38381.539921177784,-200272.80984262747,200078.32718631384,-236265.50148288958,-17639.351568003036,-231858.15005672773,55352.21603476086,-156330.27987426662,807608.1005066899,-327323.83522250043,95776.00313026126,-140438.60539139216,-4455.7264387805535,-222184.761686777,868.9607334298087,590869.2302841777,121469.28213552258,-121629.07072256663,24.399999618530273
833102.8439739918,374194.2147548926,25791.091743118446,756709.8905254554,54717.986963325515,81895.15865870802,147283.43519112605,269789.7354064812,478104.4941685489,-161063.27989919417,-181317.4013354494,294183.619091283,182067.66925355146,-71322.0622714363,-640999.2573300097,121967.22257808395,-284783.4352673325,26311.211455121243,106838.43521724768,-186664.69209310217,470549.8072052482,-433416.0527129647,-40899.53247556227,-203598.39766967113,2234.5215502899805,-155348.25885176912,-13289.166110863873,-324725.68590238044,-113484.44717943086,-464259.1226237001,787525.2617027932,-289432.5064082339,365261.68967368314,-181753.58952972828,44448.24889473723,-87556.57467552667,47422.124126521805,537648.2113551475,146831.02537622422,82901.50930291551,24.399999618530273
